"id","city","temperature","wind_speed","condition","timestamp"
5144,"Abovyan",9.4,3.1,"Cold ❄️","2026-03-19 13:43:58.108065"
5145,"Kapan",9.7,9.3,"Cold ❄️","2026-03-19 13:43:58.452109"
5146,"Goris",6.8,9.2,"Cold ❄️","2026-03-19 13:43:58.767198"
5147,"Sevan",5.7,10.7,"Cold ❄️","2026-03-19 13:43:59.127536"
5148,"Ijevan",8.2,6.9,"Cold ❄️","2026-03-19 13:43:59.464517"
5149,"Armavir",14.8,2.5,"Mild 🌤","2026-03-19 13:43:59.77868"
5150,"Artashat",15.7,16.3,"Mild 🌤","2026-03-19 13:44:00.06397"
5151,"Sisian",7.6,13.2,"Cold ❄️","2026-03-19 13:44:00.458317"
5165,"Yerevan",14.2,1.3,"Mild 🌤","2026-03-19 13:43:56.814633"
5166,"Gyumri",7.2,5.7,"Cold ❄️","2026-03-19 13:43:57.135999"
5167,"Vanadzor",7.1,12.6,"Cold ❄️","2026-03-19 13:43:57.429443"
5168,"Dilijan",7.7,10.1,"Cold ❄️","2026-03-19 13:43:57.752488"
5169,"Hrazdan",7.8,7.1,"Cold ❄️","2026-03-19 13:43:58.050924"
5170,"Abovyan",9.4,3.1,"Cold ❄️","2026-03-19 13:43:58.374348"
5171,"Kapan",9.7,9.3,"Cold ❄️","2026-03-19 13:43:58.736879"
5172,"Goris",6.8,9.2,"Cold ❄️","2026-03-19 13:43:59.066574"
5173,"Sevan",5.7,10.7,"Cold ❄️","2026-03-19 13:43:59.402318"
5174,"Ijevan",8.2,6.9,"Cold ❄️","2026-03-19 13:43:59.721005"
5175,"Armavir",14.8,2.5,"Mild 🌤","2026-03-19 13:44:00.057682"
5176,"Artashat",15.7,16.3,"Mild 🌤","2026-03-19 13:44:00.442277"
5177,"Sisian",7.6,13.2,"Cold ❄️","2026-03-19 13:44:00.737597"
5178,"Yerevan",14.2,1.3,"Mild 🌤","2026-03-19 13:43:56.810904"
5179,"Gyumri",7.2,5.7,"Cold ❄️","2026-03-19 13:43:57.140238"
5180,"Vanadzor",7.1,12.6,"Cold ❄️","2026-03-19 13:43:57.432924"
5239,"Ijevan",8.2,6.9,"Cold ❄️","2026-03-19 13:44:04.01051"
5240,"Armavir",14.8,2.5,"Mild 🌤","2026-03-19 13:44:04.285112"
5241,"Artashat",15.7,16.3,"Mild 🌤","2026-03-19 13:44:04.569349"
5242,"Sisian",7.6,13.2,"Cold ❄️","2026-03-19 13:44:04.866613"
5269,"Yerevan",14.2,1.3,"Mild 🌤","2026-03-19 13:44:01.479479"
5270,"Gyumri",7.2,5.7,"Cold ❄️","2026-03-19 13:44:01.86663"
5271,"Vanadzor",7.1,12.6,"Cold ❄️","2026-03-19 13:44:02.139778"
5272,"Dilijan",7.7,10.1,"Cold ❄️","2026-03-19 13:44:02.453344"
5273,"Hrazdan",7.8,7.1,"Cold ❄️","2026-03-19 13:44:02.730173"
5274,"Abovyan",9.4,3.1,"Cold ❄️","2026-03-19 13:44:03.030664"
5275,"Kapan",9.7,9.3,"Cold ❄️","2026-03-19 13:44:03.604369"
5276,"Goris",6.8,9.2,"Cold ❄️","2026-03-19 13:44:03.8925"
5277,"Sevan",5.7,10.7,"Cold ❄️","2026-03-19 13:44:04.194891"
5278,"Ijevan",8.2,6.9,"Cold ❄️","2026-03-19 13:44:04.451127"
5279,"Armavir",14.8,2.5,"Mild 🌤","2026-03-19 13:44:04.750802"
5280,"Artashat",15.7,16.3,"Mild 🌤","2026-03-19 13:44:05.03323"
5281,"Sisian",7.6,13.2,"Cold ❄️","2026-03-19 13:44:05.366144"
5308,"Yerevan",14.2,1.3,"Mild 🌤","2026-03-19 13:44:12.268043"
5309,"Gyumri",7.2,5.7,"Cold ❄️","2026-03-19 13:44:13.800773"
5310,"Vanadzor",7.1,12.6,"Cold ❄️","2026-03-19 13:44:15.234688"
5311,"Dilijan",7.7,10.1,"Cold ❄️","2026-03-19 13:44:16.670264"
5312,"Hrazdan",7.8,7.1,"Cold ❄️","2026-03-19 13:44:18.206174"
5313,"Abovyan",9.4,3.1,"Cold ❄️","2026-03-19 13:44:19.847034"
5314,"Kapan",9.7,9.3,"Cold ❄️","2026-03-19 13:44:21.073491"
5315,"Goris",6.8,9.2,"Cold ❄️","2026-03-19 13:44:22.19976"
5316,"Sevan",5.7,10.7,"Cold ❄️","2026-03-19 13:44:22.847345"
5317,"Ijevan",8.2,6.9,"Cold ❄️","2026-03-19 13:44:24.050046"
5318,"Armavir",14.8,2.5,"Mild 🌤","2026-03-19 13:44:26.605769"
5319,"Artashat",15.7,16.3,"Mild 🌤","2026-03-19 13:44:27.887484"
5320,"Sisian",7.6,13.2,"Cold ❄️","2026-03-19 13:44:29.36789"
7070,"Yerevan",13.6,3.4,"Mild 🌤","2026-03-19 14:36:56.970683"
7071,"Gyumri",6.4,3.4,"Cold ❄️","2026-03-19 14:36:57.224794"
7072,"Vanadzor",5.8,10.9,"Cold ❄️","2026-03-19 14:36:57.476596"
7073,"Dilijan",6.5,8.2,"Cold ❄️","2026-03-19 14:36:57.729222"
7074,"Hrazdan",6.4,12.1,"Cold ❄️","2026-03-19 14:36:57.977273"
7075,"Abovyan",8.6,2.2,"Cold ❄️","2026-03-19 14:36:58.226271"
7076,"Kapan",8.9,8.6,"Cold ❄️","2026-03-19 14:36:58.480396"
7077,"Goris",6.1,7.6,"Cold ❄️","2026-03-19 14:36:58.735402"
7078,"Sevan",4.0,11.4,"Cold ❄️","2026-03-19 14:36:58.998237"
7079,"Ijevan",7.8,5.6,"Cold ❄️","2026-03-19 14:36:59.248197"
7080,"Armavir",14.4,3.5,"Mild 🌤","2026-03-19 14:36:59.502162"
7081,"Artashat",15.0,11.6,"Mild 🌤","2026-03-19 14:36:59.757908"
7082,"Sisian",6.4,10.4,"Cold ❄️","2026-03-19 14:37:00.010058"
7108,"Yerevan",13.6,3.4,"Mild 🌤","2026-03-19 14:37:28.970381"
7109,"Gyumri",6.4,3.4,"Cold ❄️","2026-03-19 14:37:30.956768"
7110,"Vanadzor",5.8,10.9,"Cold ❄️","2026-03-19 14:37:31.661961"
7111,"Dilijan",6.5,8.2,"Cold ❄️","2026-03-19 14:37:32.750445"
7112,"Hrazdan",6.4,12.1,"Cold ❄️","2026-03-19 14:37:32.999496"
7113,"Abovyan",8.6,2.2,"Cold ❄️","2026-03-19 14:37:33.835932"
7114,"Kapan",8.9,8.6,"Cold ❄️","2026-03-19 14:37:34.872407"
7115,"Goris",6.1,7.6,"Cold ❄️","2026-03-19 14:37:36.372011"
7116,"Sevan",4.0,11.4,"Cold ❄️","2026-03-19 14:37:38.525108"
7117,"Ijevan",7.8,5.6,"Cold ❄️","2026-03-19 14:37:39.165066"
7118,"Armavir",14.4,3.5,"Mild 🌤","2026-03-19 14:37:40.3476"
7119,"Artashat",15.0,11.6,"Mild 🌤","2026-03-19 14:37:42.416688"
7120,"Sisian",6.4,10.4,"Cold ❄️","2026-03-19 14:37:42.729428"
7147,"Yerevan",13.6,3.4,"Mild 🌤","2026-03-19 14:37:58.787226"
7148,"Gyumri",6.4,3.4,"Cold ❄️","2026-03-19 14:37:59.043957"
7149,"Vanadzor",5.8,10.9,"Cold ❄️","2026-03-19 14:37:59.299475"
7150,"Dilijan",6.5,8.2,"Cold ❄️","2026-03-19 14:37:59.54899"
7151,"Hrazdan",6.4,12.1,"Cold ❄️","2026-03-19 14:37:59.805056"
7152,"Abovyan",8.6,2.2,"Cold ❄️","2026-03-19 14:38:00.0821"
7153,"Kapan",8.9,8.6,"Cold ❄️","2026-03-19 14:38:00.359859"
7154,"Goris",6.1,7.6,"Cold ❄️","2026-03-19 14:38:00.611667"
7155,"Sevan",4.0,11.4,"Cold ❄️","2026-03-19 14:38:00.872452"
7156,"Ijevan",7.8,5.6,"Cold ❄️","2026-03-19 14:38:01.155514"
7157,"Armavir",14.4,3.5,"Mild 🌤","2026-03-19 14:38:01.463846"
7158,"Artashat",15.0,11.6,"Mild 🌤","2026-03-19 14:38:01.71234"
7159,"Sisian",6.4,10.4,"Cold ❄️","2026-03-19 14:38:01.968454"
7186,"Yerevan",13.6,3.4,"Mild 🌤","2026-03-19 14:38:26.817841"
7187,"Gyumri",6.4,3.4,"Cold ❄️","2026-03-19 14:38:28.003331"
7188,"Vanadzor",5.8,10.9,"Cold ❄️","2026-03-19 14:38:28.931319"
7189,"Dilijan",6.5,8.2,"Cold ❄️","2026-03-19 14:38:29.939314"
7190,"Hrazdan",6.4,12.1,"Cold ❄️","2026-03-19 14:38:30.273056"
7191,"Abovyan",8.6,2.2,"Cold ❄️","2026-03-19 14:38:30.57855"
7192,"Kapan",8.9,8.6,"Cold ❄️","2026-03-19 14:38:30.830058"
7193,"Goris",6.1,7.6,"Cold ❄️","2026-03-19 14:38:31.104882"
7194,"Sevan",4.0,11.4,"Cold ❄️","2026-03-19 14:38:31.390577"
7195,"Ijevan",7.8,5.6,"Cold ❄️","2026-03-19 14:38:31.639304"
7196,"Armavir",14.4,3.5,"Mild 🌤","2026-03-19 14:38:31.887985"
7197,"Artashat",15.0,11.6,"Mild 🌤","2026-03-19 14:38:32.145442"
7198,"Sisian",6.4,10.4,"Cold ❄️","2026-03-19 14:38:32.399789"
7225,"Yerevan",13.6,3.4,"Mild 🌤","2026-03-19 14:39:06.417412"
7226,"Gyumri",6.4,3.4,"Cold ❄️","2026-03-19 14:39:07.71464"
7227,"Vanadzor",5.8,10.9,"Cold ❄️","2026-03-19 14:39:09.663428"
7228,"Dilijan",6.5,8.2,"Cold ❄️","2026-03-19 14:39:10.83632"
7229,"Hrazdan",6.4,12.1,"Cold ❄️","2026-03-19 14:39:11.203313"
7230,"Abovyan",8.6,2.2,"Cold ❄️","2026-03-19 14:39:12.225622"
7231,"Kapan",8.9,8.6,"Cold ❄️","2026-03-19 14:39:13.966917"
7232,"Goris",6.1,7.6,"Cold ❄️","2026-03-19 14:39:14.261137"
7233,"Sevan",4.0,11.4,"Cold ❄️","2026-03-19 14:39:14.512396"
7234,"Ijevan",7.8,5.6,"Cold ❄️","2026-03-19 14:39:14.763319"
7235,"Armavir",14.4,3.5,"Mild 🌤","2026-03-19 14:39:15.091215"
7236,"Artashat",15.0,11.6,"Mild 🌤","2026-03-19 14:39:16.483161"
7237,"Sisian",6.4,10.4,"Cold ❄️","2026-03-19 14:39:17.130377"
7264,"Yerevan",13.6,3.4,"Mild 🌤","2026-03-19 14:39:28.377464"
7265,"Gyumri",6.4,3.4,"Cold ❄️","2026-03-19 14:39:30.371479"
5243,"Yerevan",14.2,1.3,"Mild 🌤","2026-03-19 13:44:01.139783"
5244,"Gyumri",7.2,5.7,"Cold ❄️","2026-03-19 13:44:01.484056"
5245,"Vanadzor",7.1,12.6,"Cold ❄️","2026-03-19 13:44:01.869878"
5246,"Dilijan",7.7,10.1,"Cold ❄️","2026-03-19 13:44:02.200883"
5247,"Hrazdan",7.8,7.1,"Cold ❄️","2026-03-19 13:44:02.580651"
5248,"Abovyan",9.4,3.1,"Cold ❄️","2026-03-19 13:44:02.865141"
5249,"Kapan",9.7,9.3,"Cold ❄️","2026-03-19 13:44:03.230301"
5250,"Goris",6.8,9.2,"Cold ❄️","2026-03-19 13:44:03.500336"
5251,"Sevan",5.7,10.7,"Cold ❄️","2026-03-19 13:44:03.771981"
5252,"Ijevan",8.2,6.9,"Cold ❄️","2026-03-19 13:44:04.072231"
5253,"Armavir",14.8,2.5,"Mild 🌤","2026-03-19 13:44:04.332021"
5254,"Artashat",15.7,16.3,"Mild 🌤","2026-03-19 13:44:04.622049"
5255,"Sisian",7.6,13.2,"Cold ❄️","2026-03-19 13:44:04.92148"
5282,"Yerevan",14.2,1.3,"Mild 🌤","2026-03-19 13:44:00.821257"
5283,"Gyumri",7.2,5.7,"Cold ❄️","2026-03-19 13:44:01.136636"
5284,"Vanadzor",7.1,12.6,"Cold ❄️","2026-03-19 13:44:01.481045"
5285,"Dilijan",7.7,10.1,"Cold ❄️","2026-03-19 13:44:02.814701"
5286,"Hrazdan",7.8,7.1,"Cold ❄️","2026-03-19 13:44:03.10776"
5287,"Abovyan",9.4,3.1,"Cold ❄️","2026-03-19 13:44:03.56105"
5288,"Kapan",9.7,9.3,"Cold ❄️","2026-03-19 13:44:03.832455"
5289,"Goris",6.8,9.2,"Cold ❄️","2026-03-19 13:44:04.118205"
5290,"Sevan",5.7,10.7,"Cold ❄️","2026-03-19 13:44:04.39121"
5291,"Ijevan",8.2,6.9,"Cold ❄️","2026-03-19 13:44:04.712485"
5292,"Armavir",14.8,2.5,"Mild 🌤","2026-03-19 13:44:04.967938"
5293,"Artashat",15.7,16.3,"Mild 🌤","2026-03-19 13:44:05.260076"
5294,"Sisian",7.6,13.2,"Cold ❄️","2026-03-19 13:44:05.552308"
7083,"Yerevan",13.6,3.4,"Mild 🌤","2026-03-19 14:37:06.955352"
7084,"Gyumri",6.4,3.4,"Cold ❄️","2026-03-19 14:37:07.758546"
7085,"Dilijan",6.5,8.2,"Cold ❄️","2026-03-19 14:37:14.955309"
7086,"Hrazdan",6.4,12.1,"Cold ❄️","2026-03-19 14:37:15.875395"
7087,"Abovyan",8.6,2.2,"Cold ❄️","2026-03-19 14:37:16.794848"
7088,"Kapan",8.9,8.6,"Cold ❄️","2026-03-19 14:37:17.132952"
7089,"Goris",6.1,7.6,"Cold ❄️","2026-03-19 14:37:17.382622"
7090,"Sevan",4.0,11.4,"Cold ❄️","2026-03-19 14:37:17.6369"
7091,"Ijevan",7.8,5.6,"Cold ❄️","2026-03-19 14:37:17.899173"
7092,"Armavir",14.4,3.5,"Mild 🌤","2026-03-19 14:37:18.144307"
7093,"Artashat",15.0,11.6,"Mild 🌤","2026-03-19 14:37:18.396141"
7094,"Sisian",6.4,10.4,"Cold ❄️","2026-03-19 14:37:18.65395"
7121,"Yerevan",13.6,3.4,"Mild 🌤","2026-03-19 14:37:43.02691"
7122,"Gyumri",6.4,3.4,"Cold ❄️","2026-03-19 14:37:44.262714"
7123,"Vanadzor",5.8,10.9,"Cold ❄️","2026-03-19 14:37:44.607388"
7124,"Dilijan",6.5,8.2,"Cold ❄️","2026-03-19 14:37:44.869762"
7125,"Hrazdan",6.4,12.1,"Cold ❄️","2026-03-19 14:37:45.793348"
7126,"Abovyan",8.6,2.2,"Cold ❄️","2026-03-19 14:37:46.843512"
7127,"Kapan",8.9,8.6,"Cold ❄️","2026-03-19 14:37:48.645971"
7128,"Goris",6.1,7.6,"Cold ❄️","2026-03-19 14:37:49.479955"
7129,"Sevan",4.0,11.4,"Cold ❄️","2026-03-19 14:37:50.949446"
7130,"Ijevan",7.8,5.6,"Cold ❄️","2026-03-19 14:37:52.244555"
7131,"Armavir",14.4,3.5,"Mild 🌤","2026-03-19 14:37:53.383096"
7132,"Artashat",15.0,11.6,"Mild 🌤","2026-03-19 14:37:54.938323"
7133,"Sisian",6.4,10.4,"Cold ❄️","2026-03-19 14:37:55.192623"
7160,"Yerevan",13.6,3.4,"Mild 🌤","2026-03-19 14:38:07.091047"
7161,"Gyumri",6.4,3.4,"Cold ❄️","2026-03-19 14:38:08.394231"
7162,"Vanadzor",5.8,10.9,"Cold ❄️","2026-03-19 14:38:08.646424"
7163,"Dilijan",6.5,8.2,"Cold ❄️","2026-03-19 14:38:08.90298"
7164,"Hrazdan",6.4,12.1,"Cold ❄️","2026-03-19 14:38:09.283445"
7165,"Abovyan",8.6,2.2,"Cold ❄️","2026-03-19 14:38:10.428017"
7166,"Kapan",8.9,8.6,"Cold ❄️","2026-03-19 14:38:11.598528"
7167,"Goris",6.1,7.6,"Cold ❄️","2026-03-19 14:38:13.341809"
7168,"Sevan",4.0,11.4,"Cold ❄️","2026-03-19 14:38:14.884069"
7169,"Ijevan",7.8,5.6,"Cold ❄️","2026-03-19 14:38:16.109634"
7170,"Armavir",14.4,3.5,"Mild 🌤","2026-03-19 14:38:17.23032"
7171,"Artashat",15.0,11.6,"Mild 🌤","2026-03-19 14:38:18.435215"
7172,"Sisian",6.4,10.4,"Cold ❄️","2026-03-19 14:38:19.069442"
7199,"Yerevan",13.6,3.4,"Mild 🌤","2026-03-19 14:38:36.920674"
7200,"Gyumri",6.4,3.4,"Cold ❄️","2026-03-19 14:38:37.900835"
7201,"Vanadzor",5.8,10.9,"Cold ❄️","2026-03-19 14:38:39.042086"
7202,"Dilijan",6.5,8.2,"Cold ❄️","2026-03-19 14:38:40.475848"
7203,"Hrazdan",6.4,12.1,"Cold ❄️","2026-03-19 14:38:42.319059"
7204,"Abovyan",8.6,2.2,"Cold ❄️","2026-03-19 14:38:43.445414"
7205,"Kapan",8.9,8.6,"Cold ❄️","2026-03-19 14:38:45.083914"
7206,"Goris",6.1,7.6,"Cold ❄️","2026-03-19 14:38:46.860537"
7207,"Sevan",4.0,11.4,"Cold ❄️","2026-03-19 14:38:47.234231"
7208,"Ijevan",7.8,5.6,"Cold ❄️","2026-03-19 14:38:48.367564"
7209,"Armavir",14.4,3.5,"Mild 🌤","2026-03-19 14:38:48.688045"
7210,"Artashat",15.0,11.6,"Mild 🌤","2026-03-19 14:38:48.945465"
7211,"Sisian",6.4,10.4,"Cold ❄️","2026-03-19 14:38:49.999316"
7238,"Yerevan",13.6,3.4,"Mild 🌤","2026-03-19 14:39:17.398548"
7239,"Gyumri",6.4,3.4,"Cold ❄️","2026-03-19 14:39:17.657382"
7240,"Vanadzor",5.8,10.9,"Cold ❄️","2026-03-19 14:39:17.92156"
7241,"Dilijan",6.5,8.2,"Cold ❄️","2026-03-19 14:39:18.179304"
7242,"Hrazdan",6.4,12.1,"Cold ❄️","2026-03-19 14:39:18.433535"
7243,"Abovyan",8.6,2.2,"Cold ❄️","2026-03-19 14:39:18.682374"
7244,"Kapan",8.9,8.6,"Cold ❄️","2026-03-19 14:39:18.939561"
7245,"Goris",6.1,7.6,"Cold ❄️","2026-03-19 14:39:19.200762"
7246,"Sevan",4.0,11.4,"Cold ❄️","2026-03-19 14:39:19.453604"
7247,"Ijevan",7.8,5.6,"Cold ❄️","2026-03-19 14:39:19.711444"
7248,"Armavir",14.4,3.5,"Mild 🌤","2026-03-19 14:39:19.982645"
7249,"Artashat",15.0,11.6,"Mild 🌤","2026-03-19 14:39:20.243409"
7250,"Sisian",6.4,10.4,"Cold ❄️","2026-03-19 14:39:20.494694"
7276,"Yerevan",13.6,3.4,"Mild 🌤","2026-03-19 14:39:42.535063"
7277,"Gyumri",6.4,3.4,"Cold ❄️","2026-03-19 14:39:42.836529"
7278,"Vanadzor",5.8,10.9,"Cold ❄️","2026-03-19 14:39:43.145694"
7279,"Dilijan",6.5,8.2,"Cold ❄️","2026-03-19 14:39:44.238433"
7280,"Hrazdan",6.4,12.1,"Cold ❄️","2026-03-19 14:39:44.499979"
7281,"Abovyan",8.6,2.2,"Cold ❄️","2026-03-19 14:39:44.749004"
7282,"Kapan",8.9,8.6,"Cold ❄️","2026-03-19 14:39:45.07849"
5256,"Yerevan",14.2,1.3,"Mild 🌤","2026-03-19 13:44:01.139154"
5257,"Gyumri",7.2,5.7,"Cold ❄️","2026-03-19 13:44:01.48568"
5258,"Vanadzor",7.1,12.6,"Cold ❄️","2026-03-19 13:44:01.874191"
5259,"Dilijan",7.7,10.1,"Cold ❄️","2026-03-19 13:44:02.197464"
5260,"Hrazdan",7.8,7.1,"Cold ❄️","2026-03-19 13:44:02.493375"
5261,"Abovyan",9.4,3.1,"Cold ❄️","2026-03-19 13:44:02.776811"
5262,"Kapan",9.7,9.3,"Cold ❄️","2026-03-19 13:44:03.070661"
5263,"Goris",6.8,9.2,"Cold ❄️","2026-03-19 13:44:03.483852"
5264,"Sevan",5.7,10.7,"Cold ❄️","2026-03-19 13:44:03.793696"
5265,"Ijevan",8.2,6.9,"Cold ❄️","2026-03-19 13:44:04.081853"
5266,"Armavir",14.8,2.5,"Mild 🌤","2026-03-19 13:44:04.388025"
5267,"Artashat",15.7,16.3,"Mild 🌤","2026-03-19 13:44:04.665455"
5268,"Sisian",7.6,13.2,"Cold ❄️","2026-03-19 13:44:04.935089"
5295,"Yerevan",14.2,1.3,"Mild 🌤","2026-03-19 13:44:04.948237"
5296,"Gyumri",7.2,5.7,"Cold ❄️","2026-03-19 13:44:05.225193"
5297,"Vanadzor",7.1,12.6,"Cold ❄️","2026-03-19 13:44:05.523372"
5298,"Dilijan",7.7,10.1,"Cold ❄️","2026-03-19 13:44:05.857631"
5299,"Hrazdan",7.8,7.1,"Cold ❄️","2026-03-19 13:44:06.179318"
5300,"Abovyan",9.4,3.1,"Cold ❄️","2026-03-19 13:44:06.488626"
5301,"Kapan",9.7,9.3,"Cold ❄️","2026-03-19 13:44:06.871465"
5302,"Goris",6.8,9.2,"Cold ❄️","2026-03-19 13:44:07.259771"
5303,"Sevan",5.7,10.7,"Cold ❄️","2026-03-19 13:44:07.588257"
5304,"Ijevan",8.2,6.9,"Cold ❄️","2026-03-19 13:44:07.907495"
5305,"Armavir",14.8,2.5,"Mild 🌤","2026-03-19 13:44:08.191607"
5306,"Artashat",15.7,16.3,"Mild 🌤","2026-03-19 13:44:08.57184"
5307,"Sisian",7.6,13.2,"Cold ❄️","2026-03-19 13:44:08.926391"
5321,"Yerevan",14.2,1.3,"Mild 🌤","2026-03-19 13:44:30.799952"
5322,"Gyumri",7.2,5.7,"Cold ❄️","2026-03-19 13:44:32.442873"
5323,"Vanadzor",7.1,12.6,"Cold ❄️","2026-03-19 13:44:34.283012"
5324,"Dilijan",7.7,10.1,"Cold ❄️","2026-03-19 13:44:36.021906"
5325,"Hrazdan",7.8,7.1,"Cold ❄️","2026-03-19 13:44:37.561222"
5326,"Abovyan",9.4,3.1,"Cold ❄️","2026-03-19 13:44:38.789573"
5327,"Kapan",9.7,9.3,"Cold ❄️","2026-03-19 13:44:40.016451"
5328,"Goris",6.8,9.2,"Cold ❄️","2026-03-19 13:44:41.449614"
5329,"Sevan",5.7,10.7,"Cold ❄️","2026-03-19 13:44:42.57559"
5330,"Ijevan",8.2,6.9,"Cold ❄️","2026-03-19 13:44:43.88619"
5331,"Armavir",14.8,2.5,"Mild 🌤","2026-03-19 13:44:45.340616"
5332,"Artashat",15.7,16.3,"Mild 🌤","2026-03-19 13:44:46.212824"
5333,"Sisian",7.6,13.2,"Cold ❄️","2026-03-19 13:44:46.90935"
5334,"Yerevan",14.2,1.3,"Mild 🌤","2026-03-19 13:44:47.852902"
5335,"Gyumri",7.2,5.7,"Cold ❄️","2026-03-19 13:44:49.134426"
5336,"Vanadzor",7.1,12.6,"Cold ❄️","2026-03-19 13:44:50.563406"
5337,"Dilijan",7.7,10.1,"Cold ❄️","2026-03-19 13:44:51.691438"
5338,"Hrazdan",7.8,7.1,"Cold ❄️","2026-03-19 13:44:52.612293"
5339,"Abovyan",9.4,3.1,"Cold ❄️","2026-03-19 13:44:53.945534"
5340,"Kapan",9.7,9.3,"Cold ❄️","2026-03-19 13:44:55.481381"
5341,"Goris",6.8,9.2,"Cold ❄️","2026-03-19 13:44:56.308485"
5342,"Sevan",5.7,10.7,"Cold ❄️","2026-03-19 13:44:57.838553"
5343,"Ijevan",8.2,6.9,"Cold ❄️","2026-03-19 13:44:58.858899"
5344,"Armavir",14.8,2.5,"Mild 🌤","2026-03-19 13:44:59.984166"
5345,"Artashat",15.6,15.3,"Mild 🌤","2026-03-19 13:45:01.827828"
5346,"Sisian",7.3,12.9,"Cold ❄️","2026-03-19 13:45:02.958722"
5347,"Yerevan",14.1,2.4,"Mild 🌤","2026-03-19 13:45:03.723452"
5348,"Gyumri",7.0,5.2,"Cold ❄️","2026-03-19 13:45:04.797011"
5349,"Vanadzor",6.7,12.2,"Cold ❄️","2026-03-19 13:45:05.923272"
5350,"Dilijan",7.3,9.6,"Cold ❄️","2026-03-19 13:45:07.357286"
5351,"Hrazdan",7.5,10.0,"Cold ❄️","2026-03-19 13:45:08.283614"
5352,"Abovyan",9.2,3.1,"Cold ❄️","2026-03-19 13:45:09.717438"
5353,"Kapan",9.5,9.0,"Cold ❄️","2026-03-19 13:45:10.645766"
5354,"Goris",6.6,8.7,"Cold ❄️","2026-03-19 13:45:11.456728"
5355,"Sevan",5.2,10.9,"Cold ❄️","2026-03-19 13:45:12.584731"
5356,"Ijevan",8.1,6.3,"Cold ❄️","2026-03-19 13:45:13.838374"
5357,"Armavir",14.8,2.6,"Mild 🌤","2026-03-19 13:45:15.34461"
5358,"Artashat",15.6,15.3,"Mild 🌤","2026-03-19 13:45:15.95297"
5359,"Sisian",7.3,12.9,"Cold ❄️","2026-03-19 13:45:16.677509"
5360,"Yerevan",14.1,2.4,"Mild 🌤","2026-03-19 13:45:17.989367"
5361,"Gyumri",7.0,5.2,"Cold ❄️","2026-03-19 13:45:18.297966"
5362,"Vanadzor",6.7,12.2,"Cold ❄️","2026-03-19 13:45:18.64412"
5363,"Dilijan",7.3,9.6,"Cold ❄️","2026-03-19 13:45:19.017478"
5364,"Hrazdan",7.5,10.0,"Cold ❄️","2026-03-19 13:45:19.394947"
5365,"Abovyan",9.2,3.1,"Cold ❄️","2026-03-19 13:45:19.691174"
5366,"Kapan",9.5,9.0,"Cold ❄️","2026-03-19 13:45:20.042596"
5367,"Goris",6.6,8.7,"Cold ❄️","2026-03-19 13:45:20.411038"
5368,"Sevan",5.2,10.9,"Cold ❄️","2026-03-19 13:45:20.688179"
5369,"Ijevan",8.1,6.3,"Cold ❄️","2026-03-19 13:45:21.031557"
5370,"Armavir",14.8,2.6,"Mild 🌤","2026-03-19 13:45:21.287313"
5371,"Artashat",15.6,15.3,"Mild 🌤","2026-03-19 13:45:21.613621"
5372,"Sisian",7.3,12.9,"Cold ❄️","2026-03-19 13:45:21.955255"
5373,"Yerevan",14.1,2.4,"Mild 🌤","2026-03-19 13:45:22.260226"
5374,"Gyumri",7.0,5.2,"Cold ❄️","2026-03-19 13:45:22.597271"
5375,"Vanadzor",6.7,12.2,"Cold ❄️","2026-03-19 13:45:22.905757"
5376,"Dilijan",7.3,9.6,"Cold ❄️","2026-03-19 13:45:23.363091"
5377,"Hrazdan",7.5,10.0,"Cold ❄️","2026-03-19 13:45:23.764012"
5378,"Abovyan",9.2,3.1,"Cold ❄️","2026-03-19 13:45:24.429336"
5379,"Kapan",9.5,9.0,"Cold ❄️","2026-03-19 13:45:25.102997"
5380,"Goris",6.6,8.7,"Cold ❄️","2026-03-19 13:45:27.736656"
5381,"Sevan",5.2,10.9,"Cold ❄️","2026-03-19 13:45:28.9728"
5382,"Ijevan",8.1,6.3,"Cold ❄️","2026-03-19 13:45:30.194651"
5383,"Armavir",14.8,2.6,"Mild 🌤","2026-03-19 13:45:32.652452"
5384,"Artashat",15.6,15.3,"Mild 🌤","2026-03-19 13:45:34.087981"
5385,"Sisian",7.3,12.9,"Cold ❄️","2026-03-19 13:45:35.318207"
5386,"Yerevan",14.1,2.4,"Mild 🌤","2026-03-19 13:45:37.77366"
5387,"Gyumri",7.0,5.2,"Cold ❄️","2026-03-19 13:45:39.000751"
5388,"Vanadzor",6.7,12.2,"Cold ❄️","2026-03-19 13:45:40.232924"
5389,"Dilijan",7.3,9.6,"Cold ❄️","2026-03-19 13:45:41.866442"
5390,"Hrazdan",7.5,10.0,"Cold ❄️","2026-03-19 13:45:43.097469"
5391,"Abovyan",9.2,3.1,"Cold ❄️","2026-03-19 13:45:44.223615"
5392,"Kapan",9.5,9.0,"Cold ❄️","2026-03-19 13:45:45.83871"
5393,"Goris",6.6,8.7,"Cold ❄️","2026-03-19 13:45:47.089302"
5394,"Sevan",5.2,10.9,"Cold ❄️","2026-03-19 13:45:48.221265"
5395,"Ijevan",8.1,6.3,"Cold ❄️","2026-03-19 13:45:50.05912"
5396,"Armavir",14.8,2.6,"Mild 🌤","2026-03-19 13:45:51.087461"
